satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary
0.45,0.56,2,198,9,0,0,0,product_mng,medium
0.39,0.36,3,205,10,0,0,0,support,low
0.4,0.44,4,122,5,0,0,0,product_mng,low
0.44,0.41,7,134,2,0,0,0,hr,low
0.16,0.86,2,138,6,0,0,0,hr,low
0.2,0.53,3,180,3,0,1,0,sales,medium
0.39,0.88,6,239,4,0,0,0,RandD,high
0.51,0.36,5,102,4,0,0,0,management,low
0.31,0.58,7,271,9,0,0,0,sales,low
0.41,0.89,6,237,2,0,0,0,technical,medium
0.21,0.54,5,106,2,0,0,0,hr,medium
0.32,0.53,3,170,8,0,0,0,sales,medium
0.25,0.68,2,275,5,0,0,0,IT,low
0.43,0.67,4,237,8,0,0,0,RandD,medium
0.54,0.72,4,195,7,0,1,0,management,medium
0.74,0.76,5,264,9,0,1,0,support,medium
0.46,0.36,6,194,3,0,0,0,product_mng,medium
0.76,0.43,6,296,3,0,0,0,finance,low
0.33,0.52,4,225,3,0,0,0,management,medium
0.1,0.69,2,194,2,0,1,0,finance,low
0.27,0.42,2,113,5,0,0,0,hr,medium
0.51,0.36,3,97,9,0,0,0,sales,medium
0.61,0.54,2,109,5,0,1,0,product_mng,medium
0.5,0.69,5,99,3,0,0,0,IT,low
0.35,0.64,7,240,3,0,1,0,management,medium
0.24,0.41,7,124,3,0,0,0,sales,medium
0.34,0.85,4,274,10,0,1,0,technical,medium
0.32,0.68,7,210,6,0,0,0,IT,high
0.16,0.82,7,187,2,0,1,0,product_mng,low
0.69,0.66,2,207,8,0,0,0,hr,medium
0.32,0.62,4,230,5,1,0,0,RandD,medium
0.12,0.52,6,304,6,1,0,1,marketing,low
0.81,0.55,4,252,10,0,0,0,technical,low
0.5,0.7,7,191,2,0,0,0,hr,medium
0.42,0.44,6,298,2,0,1,0,finance,medium
0.12,0.38,3,258,2,0,0,0,technical,high
0.74,0.46,4,259,4,0,1,0,marketing,low
0.15,0.52,4,144,6,0,0,0,product_mng,low
0.39,0.66,7,181,4,1,0,0,RandD,medium
0.5,0.93,6,228,8,0,1,0,sales,low
0.83,0.91,2,201,7,0,0,0,RandD,medium
0.33,0.79,2,295,5,0,0,0,product_mng,medium
0.26,0.39,6,218,5,0,0,0,management,low
0.75,0.66,3,294,9,0,0,0,support,low
0.29,0.51,7,102,4,0,1,0,support,medium
0.19,0.52,6,155,3,0,0,1,management,medium
0.29,0.79,4,101,5,0,1,0,technical,medium
0.47,0.94,5,126,10,0,0,0,product_mng,medium
0.11,0.43,3,141,6,0,1,0,sales,low
0.45,0.54,4,117,7,0,0,0,finance,low
0.74,0.47,7,300,8,0,0,0,product_mng,high
0.52,0.54,7,157,5,0,1,0,sales,low
0.16,0.36,4,165,2,0,0,0,hr,low
0.1,0.79,7,137,9,0,0,0,marketing,medium
0.83,0.6,3,277,3,0,0,0,RandD,low
0.18,0.82,4,209,2,0,0,0,management,low
0.19,0.48,7,237,3,0,1,0,hr,low
0.49,0.82,4,290,5,0,0,0,technical,low
0.51,0.39,7,123,10,0,1,0,support,medium
0.25,0.44,5,246,5,0,0,0,technical,low
0.06,0.56,5,258,4,0,0,0,IT,medium
0.38,0.56,7,222,5,0,0,0,hr,medium
0.27,0.89,4,216,9,0,1,0,RandD,medium
0.42,0.51,7,258,2,0,1,0,technical,high
0.64,0.7,6,297,2,0,0,0,RandD,low
0.68,0.86,6,248,3,0,0,0,IT,medium
0.65,0.36,5,287,6,0,0,0,finance,medium
0.58,0.93,5,112,8,0,1,0,technical,low
0.48,0.58,7,274,3,0,0,1,product_mng,medium
0.18,0.91,5,123,8,1,1,0,IT,medium
0.26,0.72,5,108,6,0,1,0,hr,low
0.32,0.93,5,119,6,0,0,0,marketing,low
0.58,0.36,3,276,5,0,0,0,hr,medium
0.51,0.78,6,250,10,0,1,0,management,medium
0.77,0.44,2,174,7,0,1,0,product_mng,low
0.23,0.68,7,202,7,0,1,0,finance,low
0.68,0.42,2,267,4,0,0,0,management,medium
0.52,0.58,7,186,10,0,0,0,marketing,low
0.54,0.94,2,143,3,0,0,0,IT,low
0.86,0.87,3,160,5,0,0,0,IT,low
0.49,0.78,6,194,5,0,1,0,management,low
0.6,0.55,2,275,6,0,0,0,RandD,medium
0.09,0.41,2,189,8,0,1,0,support,medium
0.33,0.36,2,219,6,1,1,0,marketing,low
0.32,0.9,6,115,5,0,1,0,finance,medium
0.23,0.89,7,303,6,0,1,0,hr,low
0.33,0.36,7,228,8,0,0,0,support,high
0.32,0.36,3,291,7,0,0,0,product_mng,high
0.27,0.81,4,143,3,1,1,0,finance,medium
0.28,0.56,7,173,10,0,0,0,finance,low
0.17,0.7,6,228,2,0,0,0,RandD,medium
0.1,0.54,5,297,8,0,1,0,RandD,low
0.23,0.82,5,216,6,0,0,0,product_mng,low
0.75,0.87,3,219,5,0,0,0,product_mng,low
0.77,0.93,3,269,2,0,0,0,marketing,medium
0.31,0.49,7,106,3,0,1,0,finance,high
0.48,0.4,6,210,3,0,0,0,product_mng,medium
0.56,0.76,4,117,10,0,0,0,management,low
0.29,0.5,6,108,3,0,0,0,IT,medium
0.19,0.57,3,264,10,0,1,1,marketing,medium
0.25,0.75,7,285,4,0,0,0,finance,low
0.28,0.41,5,206,9,0,0,0,support,medium
0.7,0.48,5,261,4,0,0,0,hr,low
0.54,0.78,7,248,7,0,0,0,technical,low
0.18,0.83,7,170,10,0,0,0,RandD,medium
0.39,0.36,6,175,9,0,0,0,RandD,medium
0.46,0.71,2,123,8,0,0,0,RandD,medium
0.13,0.93,5,180,4,0,0,0,marketing,low
0.56,0.36,6,232,6,0,0,0,RandD,low
0.26,0.47,2,165,4,0,0,0,marketing,low
0.12,0.36,7,241,5,0,0,0,hr,high
0.32,0.36,6,188,7,0,0,0,technical,high
0.6,0.69,2,249,8,1,1,0,sales,low
0.31,0.42,5,261,10,0,1,0,hr,medium
0.51,0.5,6,111,2,0,0,0,product_mng,low
0.11,0.45,2,218,7,0,0,1,finance,medium
0.16,0.68,6,167,3,1,0,0,RandD,low
0.2,0.6,4,269,3,0,0,0,support,low
0.12,0.46,3,182,5,0,0,0,IT,low
0.04,0.36,2,202,3,0,0,0,finance,low
0.62,0.85,7,143,4,0,0,0,support,low
0.5,0.49,7,126,7,0,0,0,finance,low
0.58,0.36,5,226,2,1,0,0,product_mng,medium
0.12,0.6,2,111,3,0,0,0,hr,low
0.24,0.36,6,108,5,0,0,0,finance,low
0.64,0.43,3,218,7,0,1,0,technical,medium
0.56,0.47,6,292,4,0,0,0,marketing,low
0.71,0.55,2,119,2,0,0,0,marketing,medium
0.28,0.68,7,212,4,0,0,0,product_mng,low
0.27,0.7,7,168,8,0,0,0,marketing,medium
0.16,0.36,5,174,2,0,0,0,product_mng,high
0.6,0.67,3,229,8,1,0,0,technical,low
0.67,0.72,4,183,7,0,0,0,hr,medium
0.17,0.8,7,203,6,0,0,0,support,low
0.57,0.4,4,196,7,0,0,0,product_mng,low
0.25,0.48,4,193,7,0,0,0,management,medium
0.82,0.84,3,161,4,0,0,0,management,high
0.45,0.36,5,100,5,0,0,0,IT,low
0.08,0.48,2,200,5,0,0,0,finance,low
0.25,0.36,2,218,10,0,0,0,marketing,low
0.21,0.54,5,203,7,0,0,0,finance,medium
0.4,0.69,5,241,4,0,1,0,sales,medium
0.25,0.44,7,138,10,0,0,0,marketing,low
0.57,0.44,4,288,9,0,0,0,management,medium
0.55,0.57,4,127,5,0,0,0,product_mng,medium
0.55,0.41,7,252,6,0,0,0,sales,medium
0.24,0.57,3,307,9,0,0,0,support,low
0.36,0.84,2,100,9,0,0,0,finance,low
0.36,0.36,5,104,9,0,1,0,IT,low
0.13,0.75,7,118,10,0,1,0,finance,low
0.88,0.7,2,192,10,0,0,0,technical,high
0.28,0.36,3,238,7,0,0,0,hr,medium
0.88,0.44,6,279,8,1,0,0,finance,low
0.51,0.78,3,281,9,0,0,0,IT,medium
0.25,0.71,7,150,8,0,0,0,IT,medium
0.58,0.78,5,307,8,0,0,0,finance,low
0.24,0.65,6,144,7,0,1,0,product_mng,medium
0.69,0.56,2,270,7,0,0,0,support,low
0.43,0.54,5,162,9,0,0,0,technical,low
0.51,0.36,2,184,10,0,0,0,support,low
0.21,0.36,6,97,3,0,1,0,management,medium
0.24,0.84,7,102,8,0,0,0,RandD,medium
0.58,0.57,6,284,10,0,0,0,marketing,low
0.81,0.88,6,128,2,1,0,0,RandD,medium
0.39,0.67,6,96,2,1,0,0,IT,low
0.25,0.44,5,247,8,0,0,0,IT,low
0.3,0.82,5,155,3,0,1,0,product_mng,low
0.46,0.57,5,255,6,0,1,0,product_mng,medium
0.33,0.65,7,158,9,0,0,1,support,medium
0.32,0.85,7,238,3,0,0,0,marketing,medium
0.04,0.36,2,224,8,0,0,0,RandD,low
0.55,0.8,4,260,3,0,0,0,technical,low
0.36,0.87,5,192,9,0,1,0,IT,high
0.66,0.36,5,174,9,0,0,0,product_mng,low
0.06,0.82,6,118,9,1,0,0,IT,low
0.19,0.36,4,243,8,0,0,0,marketing,high
0.84,0.39,2,156,3,0,1,0,sales,medium
0.36,0.36,5,295,4,0,0,0,sales,low
0.51,0.76,6,203,8,1,0,0,support,medium
0.24,0.78,2,302,6,0,0,0,marketing,low
0.38,0.56,5,102,8,0,0,0,IT,medium
0.56,0.43,5,126,6,0,0,0,technical,medium
0.15,0.75,2,272,2,0,0,0,product_mng,medium
0.27,0.36,2,176,5,0,0,0,support,low
0.19,0.6,5,289,6,0,0,0,sales,low
0.18,0.76,4,122,2,0,0,0,hr,medium
0.27,0.73,6,155,10,0,0,0,support,medium
0.15,0.52,7,230,3,0,1,0,product_mng,low
0.39,0.42,7,133,6,0,0,0,management,medium
0.16,0.86,2,279,2,0,0,0,marketing,low
0.04,0.71,4,203,2,0,1,0,IT,medium
0.15,0.76,5,252,2,0,0,0,sales,medium
0.06,0.36,6,237,10,1,1,0,RandD,medium
0.41,0.68,6,263,6,0,0,0,technical,high
0.31,0.36,4,271,8,0,0,0,marketing,medium
0.23,0.66,3,225,4,0,0,0,support,medium
0.51,0.66,3,272,9,0,0,0,hr,low
0.38,0.87,2,216,5,0,0,0,sales,medium
0.12,0.36,6,201,8,0,0,0,support,high
0.4,0.64,7,309,9,0,0,0,hr,low
0.59,0.36,7,268,4,0,0,0,product_mng,low
0.37,0.58,5,133,4,0,0,0,technical,medium
0.28,0.77,4,288,4,0,0,0,hr,low
0.41,0.54,2,96,7,0,0,0,marketing,low
0.26,0.86,7,303,6,1,0,0,marketing,medium
0.4,0.69,4,178,10,0,1,0,product_mng,medium
0.49,0.38,6,99,5,0,0,0,product_mng,low
0.19,0.59,2,216,5,0,0,0,support,low
0.62,0.66,3,97,5,0,0,0,product_mng,low
0.2,0.73,3,230,3,0,0,0,finance,low
0.34,0.36,5,203,10,0,0,0,finance,medium
0.43,0.65,6,142,5,0,0,0,product_mng,high
0.16,0.55,6,241,2,1,1,0,hr,low
0.15,0.75,5,175,7,1,0,0,finance,high
0.15,0.42,5,174,10,0,1,0,IT,medium
0.83,0.54,7,103,8,0,0,0,hr,medium
0.41,0.55,2,168,10,0,1,0,hr,medium
0.53,0.71,3,177,4,0,0,0,sales,medium
0.22,0.36,6,185,7,0,0,0,management,medium
0.64,0.36,5,200,9,1,0,0,hr,high
0.62,0.74,2,298,4,0,0,1,IT,low
0.41,0.79,6,153,6,0,0,0,RandD,medium
0.2,0.83,4,134,6,1,1,0,IT,medium
0.37,0.61,6,157,9,0,0,0,management,medium
0.39,0.76,4,97,7,0,0,0,marketing,medium
0.52,0.43,3,125,6,0,1,0,hr,low
0.53,0.68,2,108,5,1,1,0,management,medium
0.4,0.76,3,238,2,0,0,0,product_mng,low
0.3,0.81,3,158,3,0,0,0,product_mng,low
0.34,0.65,7,122,5,0,0,0,finance,low
0.34,0.64,6,182,8,0,1,0,product_mng,medium
0.02,0.79,6,252,10,0,1,0,finance,medium
0.31,0.6,3,96,4,0,0,0,RandD,low
0.53,0.64,2,263,9,0,1,0,IT,low
0.17,0.75,7,107,2,0,1,0,product_mng,low
0.32,0.51,7,166,8,0,0,0,technical,medium
0.8,0.36,6,231,2,0,1,0,finance,low
0.44,0.84,4,102,3,0,0,0,hr,low
0.52,0.57,3,180,2,0,1,0,sales,medium
0.25,0.94,6,281,7,0,1,0,marketing,low
0.23,0.73,2,204,8,0,1,0,marketing,low
0.53,0.7,6,186,2,0,0,0,finance,medium
0.38,0.49,6,264,9,0,0,0,RandD,medium
0.28,0.5,5,245,9,0,0,0,hr,medium
0.68,0.73,2,180,2,0,0,0,hr,medium
0.27,0.36,6,217,3,0,0,0,sales,low
0.71,0.36,5,114,6,0,0,0,RandD,medium
0.69,0.7,3,197,8,1,0,0,marketing,low
0.39,0.87,7,129,3,0,0,0,management,low
0.62,0.98,6,142,5,0,1,0,support,medium
0.63,0.39,2,162,5,0,0,0,product_mng,low
0.35,0.78,4,290,4,0,0,0,sales,low
0.75,0.55,3,163,10,1,0,0,management,low
0.7,0.56,5,267,3,0,0,0,IT,low
0.4,0.79,2,187,6,0,0,0,hr,medium
0.41,0.71,6,199,9,0,0,0,marketing,high
0.07,0.5,7,153,9,0,0,0,product_mng,low
0.5,0.42,5,217,3,0,0,0,marketing,medium
0.52,0.78,2,206,6,1,0,0,support,low
0.43,0.92,3,265,10,0,0,0,hr,medium
0.48,0.83,4,299,10,0,0,0,marketing,medium
0.44,0.48,3,261,4,0,0,0,IT,low
0.13,0.58,4,273,8,0,0,0,IT,high
0.33,0.74,4,144,7,0,0,0,finance,medium
0.7,0.74,6,106,6,0,0,0,RandD,medium
0.34,0.86,2,279,3,1,0,0,sales,medium
0.04,0.79,6,214,9,1,0,0,support,low
0.36,0.51,2,224,3,1,0,0,IT,low
0.62,0.36,6,163,10,0,0,0,management,medium
0.69,0.52,2,141,2,0,0,0,management,low
0.44,0.66,6,273,7,0,1,0,technical,medium
0.43,0.56,2,127,2,0,0,0,product_mng,high
0.78,0.86,7,100,2,0,0,0,hr,medium
0.47,0.39,2,284,10,1,0,0,marketing,low
0.18,0.91,6,227,6,0,0,0,sales,high
0.07,0.45,3,144,6,1,1,0,hr,low
0.44,0.81,7,138,8,0,0,0,marketing,medium
0.15,0.48,6,271,10,0,0,0,IT,high
0.43,0.64,7,286,4,0,0,0,sales,medium
0.5,0.81,2,110,7,1,0,0,RandD,low
0.51,0.68,2,231,2,0,1,0,hr,medium
0.21,0.4,3,256,5,0,1,0,finance,low
0.16,0.49,3,209,4,0,0,0,management,low
0.26,0.79,2,243,6,0,1,0,IT,low
0.3,0.36,2,158,3,0,1,0,hr,low
0.2,0.68,7,168,4,0,1,0,support,medium
0.54,0.89,2,139,9,0,0,0,IT,medium
0.43,0.58,4,111,2,0,1,0,marketing,low
0.31,0.36,3,236,5,0,1,0,product_mng,low
0.75,0.42,6,229,2,0,1,0,management,low
0.13,0.66,3,297,5,0,1,0,finance,low
0.17,0.75,4,211,8,0,0,0,marketing,low
0.54,0.48,3,251,2,0,0,0,RandD,medium
0.35,0.94,2,261,10,0,1,0,sales,low
0.52,0.8,6,172,10,0,0,0,IT,medium
0.4,0.84,7,273,3,0,1,0,sales,medium
0.71,0.36,2,170,6,0,0,0,finance,medium
0.18,0.8,5,186,4,1,0,0,hr,medium
0.14,0.77,6,151,3,0,1,0,technical,medium
0.21,0.85,6,278,5,0,0,0,support,medium
0.37,0.73,5,309,4,0,0,0,finance,medium
0.11,0.77,3,249,2,1,1,0,support,low
0.4,0.36,5,125,2,0,0,0,sales,medium
0.3,0.36,3,141,6,1,0,0,IT,low
0.27,0.48,2,147,9,0,0,0,sales,low
0.55,0.73,5,214,9,0,0,0,management,low
0.27,0.6,4,214,3,0,0,0,sales,low
0.14,0.56,6,308,6,0,0,0,marketing,low
0.29,0.64,7,168,3,0,0,0,sales,medium
0.3,0.36,5,171,8,0,0,0,support,high
0.35,0.55,3,302,2,0,1,0,hr,medium
0.32,0.45,3,305,4,0,0,0,RandD,medium
0.3,0.94,5,102,7,0,0,0,technical,low
0.68,0.55,6,188,4,1,0,0,management,low
0.6,0.49,4,249,7,0,1,0,support,medium
0.17,0.89,5,245,3,0,1,0,finance,low
0.22,0.58,7,122,2,0,1,0,IT,low
0.19,0.67,4,154,2,0,1,0,technical,low
0.91,0.78,6,268,8,0,0,0,technical,high
0.23,0.82,2,261,9,1,0,0,RandD,low
0.72,0.36,3,106,7,0,1,1,technical,medium
0.54,0.82,2,117,6,0,1,0,RandD,medium
0.26,0.61,7,191,6,0,0,0,product_mng,medium
0.29,0.74,4,107,8,1,0,0,support,low
0.13,0.7,6,156,4,1,1,0,support,low
0.11,0.39,5,283,3,0,0,0,sales,medium
0.44,0.36,7,241,2,0,0,0,IT,high
0.63,0.38,4,232,3,0,0,0,management,medium
0.75,0.85,2,298,4,0,0,0,management,low
0.59,0.38,6,132,3,0,0,0,RandD,low
0.12,0.53,6,113,5,0,0,0,technical,low
0.95,0.7,3,153,8,0,0,0,RandD,low
0.54,0.52,3,125,5,0,1,0,RandD,medium
0.27,0.75,4,109,3,0,0,0,product_mng,high
0.36,0.77,3,305,8,0,0,0,management,medium
0.17,0.56,6,128,8,0,0,0,hr,low
0.59,0.7,4,168,4,1,0,0,finance,medium
0.71,0.52,2,145,3,0,0,0,support,medium
0.76,0.57,3,239,10,0,1,0,product_mng,low
0.33,0.51,6,230,5,0,0,0,RandD,low
0.65,0.36,3,222,6,1,0,0,technical,low
0.58,0.77,5,212,6,0,1,0,technical,low
0.33,0.73,5,282,9,0,0,0,sales,low
0.38,0.75,6,162,2,0,0,0,IT,medium
0.72,0.59,7,229,2,0,0,0,RandD,medium
0.64,0.84,4,98,3,0,0,0,hr,medium
0.37,0.79,6,110,4,0,0,0,hr,medium
0.54,0.43,4,148,4,0,1,0,finance,low
0.64,0.8,5,281,7,0,0,0,product_mng,low
0.18,0.73,2,290,3,0,1,0,support,high
0.31,0.87,4,201,7,0,0,0,sales,low
0.25,0.52,6,146,2,1,0,0,RandD,low
0.53,0.73,4,277,5,1,1,0,marketing,low
0.57,0.36,6,118,7,0,0,0,IT,medium
0.3,0.65,3,288,5,0,0,0,product_mng,medium
0.37,0.48,6,120,2,0,0,0,technical,low
0.13,0.5,3,202,4,1,0,0,hr,medium
0.64,0.69,3,192,8,0,0,0,RandD,low
0.19,0.91,2,99,2,0,0,0,finance,low
0.23,0.93,5,277,7,0,1,0,marketing,medium
0.12,0.36,4,140,8,0,0,0,product_mng,low
0.44,0.53,5,256,10,0,0,0,finance,high
0.76,0.51,6,256,3,0,0,0,sales,medium
0.34,0.78,7,288,8,0,0,0,management,low
0.42,0.57,5,199,5,0,0,0,hr,medium
0.7,0.89,5,119,8,1,0,0,finance,medium
0.08,0.39,5,191,5,0,0,0,sales,medium
0.43,0.41,7,140,9,0,0,0,support,low
0.35,0.67,4,151,10,0,1,0,product_mng,low
0.68,0.95,6,140,3,0,0,1,IT,low
0.7,0.89,2,250,6,1,1,0,sales,low
0.27,0.55,3,292,6,0,1,0,finance,low
0.57,0.54,6,271,10,1,1,0,management,high
0.16,0.56,2,252,3,1,0,0,sales,low
0.44,0.73,2,136,8,0,1,0,hr,medium
0.57,0.69,2,298,9,0,0,0,product_mng,medium
0.33,0.36,4,125,3,0,1,0,technical,low
0.58,0.4,2,183,3,0,0,0,product_mng,medium
0.27,0.63,2,276,3,0,0,0,RandD,low
0.46,0.75,6,161,8,1,0,0,finance,low
0.56,0.88,2,193,2,0,1,0,RandD,low
0.39,0.44,7,303,8,0,0,0,finance,medium
0.3,0.55,3,225,5,0,0,0,hr,medium
0.39,0.76,6,217,8,0,0,0,finance,low
0.44,0.87,5,235,7,0,1,0,technical,medium
0.4,0.89,3,102,5,1,1,0,sales,low
0.59,0.88,2,146,7,0,0,0,support,low
0.28,0.59,2,154,7,0,0,0,hr,medium
0.25,0.97,6,301,6,0,0,0,sales,high
0.27,0.36,5,127,3,0,0,1,finance,medium
0.89,0.36,2,294,3,1,1,0,finance,medium
0.12,0.81,5,276,5,1,0,0,management,low
0.18,0.36,4,259,5,0,0,0,technical,high
0.66,0.74,3,277,5,0,1,1,support,medium
0.24,0.74,7,274,2,0,1,0,IT,medium
0.16,0.38,3,305,10,0,0,0,marketing,low
0.03,0.41,3,172,5,0,0,0,product_mng,medium
0.49,0.73,6,297,9,0,0,0,technical,low
0.54,0.75,3,107,2,0,1,0,technical,low
0.25,0.67,7,98,9,1,0,0,RandD,low
0.36,0.93,2,309,8,0,1,0,technical,low
0.67,0.89,5,179,9,0,1,0,RandD,medium
0.31,0.63,4,168,6,1,0,0,RandD,medium
0.21,0.57,7,233,7,0,0,0,technical,low
0.55,0.46,2,203,10,0,0,0,technical,low
0.76,0.76,4,155,10,0,0,0,hr,medium
0.05,0.42,7,215,9,0,0,0,technical,low
0.27,0.9,2,209,4,0,1,0,hr,low
0.33,0.73,6,209,9,0,1,0,RandD,medium
0.09,0.51,4,161,2,0,0,0,IT,medium
0.4,0.7,7,184,3,0,0,0,finance,high
0.4,0.82,5,147,5,0,0,0,technical,low
0.31,0.62,6,207,6,1,0,1,sales,medium
0.49,0.36,3,230,3,0,1,0,product_mng,medium
0.17,0.54,6,152,6,0,1,0,product_mng,medium
0.38,0.84,5,290,2,0,0,0,sales,medium
0.24,0.76,4,292,3,0,0,0,support,medium
0.3,0.36,6,176,10,1,0,0,finance,medium
0.63,0.71,3,211,10,0,0,0,management,medium
0.66,0.36,5,218,8,0,1,0,technical,low
0.32,0.36,3,183,8,0,0,0,technical,low
0.83,0.81,7,146,7,0,0,0,product_mng,low
0.31,0.61,5,230,9,0,0,0,hr,medium
0.14,0.5,2,210,7,1,0,0,technical,medium
0.54,0.41,2,110,7,1,0,0,product_mng,low
0.58,0.61,4,190,6,0,1,0,IT,low
0.59,0.36,2,108,7,0,0,0,RandD,low
0.35,0.36,7,260,9,0,0,0,product_mng,low
0.4,0.72,3,227,10,0,1,0,sales,low
0.48,0.66,7,106,8,0,0,0,finance,medium
0.11,0.42,7,287,2,1,0,0,support,low
0.04,0.52,2,194,9,0,1,0,finance,low
0.35,0.54,5,109,3,0,0,0,support,low
0.43,0.6,6,305,7,0,0,1,IT,low
0.32,0.54,6,231,10,1,0,0,IT,medium
0.37,0.71,7,128,10,0,0,0,technical,low
0.57,0.68,2,104,5,0,1,0,marketing,medium
0.52,0.47,5,250,4,0,0,0,support,medium
0.24,0.67,7,271,5,0,0,0,hr,low
0.43,0.67,3,131,9,0,0,0,marketing,medium
0.43,0.75,5,116,9,0,0,0,sales,medium
0.2,0.67,4,242,2,1,0,0,technical,medium
0.17,0.4,3,241,8,0,0,0,marketing,low
0.87,0.36,7,109,10,0,0,0,hr,low
0.89,0.67,3,285,4,1,0,0,sales,low
0.6,0.55,3,185,8,0,0,0,sales,medium
0.49,0.71,3,98,3,1,0,0,support,low
0.32,0.65,3,258,3,0,0,0,RandD,low
0.14,0.81,5,197,9,0,0,0,management,medium
0.34,0.78,6,191,4,0,0,0,finance,low
0.55,0.58,4,163,8,0,0,0,IT,low
0.51,0.54,7,206,2,0,0,0,RandD,medium
0.27,0.53,7,163,3,0,0,0,support,low
0.66,0.75,7,108,3,1,0,0,marketing,medium
0.1,0.62,5,232,5,0,0,0,IT,low
0.82,0.36,5,118,7,0,0,0,marketing,medium
0.48,0.65,4,104,8,0,0,0,hr,medium
0.42,0.36,3,144,2,0,0,0,sales,medium
0.46,0.41,4,273,5,0,0,0,product_mng,low
0.31,0.6,2,209,5,0,0,0,technical,medium
0.08,0.63,3,250,3,0,0,1,support,medium
0.7,0.88,2,277,4,0,1,0,product_mng,low
0.39,0.54,6,168,7,1,0,0,finance,low
0.45,0.64,3,124,10,0,0,0,product_mng,low
0.2,0.71,4,193,3,0,1,0,RandD,medium
0.49,0.36,2,140,7,0,0,0,support,low
0.48,0.74,5,181,10,0,0,0,product_mng,medium
0.73,0.75,2,262,6,0,0,0,RandD,low
0.3,0.71,5,105,5,0,0,0,RandD,low
0.24,0.65,7,305,9,0,0,0,hr,low
0.11,0.82,2,142,9,0,0,0,marketing,medium
0.4,0.4,4,272,8,0,1,0,marketing,medium
0.11,0.45,7,240,3,0,0,0,IT,medium
0.22,0.37,7,286,4,0,0,0,RandD,low
0.21,0.65,5,133,10,0,0,0,marketing,high
0.12,0.82,6,295,9,0,0,0,technical,medium
0.49,0.48,7,254,4,0,1,0,finance,low
0.52,0.36,7,138,10,0,0,0,product_mng,medium
0.1,0.7,3,209,9,0,0,0,product_mng,medium
0.66,0.48,2,210,10,1,1,0,sales,medium
0.47,0.44,6,154,4,0,0,0,marketing,low
0.69,0.37,4,287,9,0,1,0,product_mng,low
0.35,0.89,4,181,2,0,0,0,marketing,medium
0.32,0.36,2,130,10,0,0,0,IT,medium
0.21,0.41,2,308,8,0,1,0,marketing,low
0.77,0.57,2,236,8,0,0,0,sales,medium
0.81,0.48,5,263,7,1,0,0,RandD,low
0.52,0.69,2,176,8,0,0,0,marketing,medium
0.41,0.46,4,229,7,0,0,0,sales,low
0.35,0.71,5,140,6,0,0,0,management,low
0.57,0.96,5,129,5,0,1,0,technical,low
0.51,0.36,6,108,6,0,0,0,hr,medium
0.23,0.42,2,238,9,0,0,0,finance,low
0.26,0.36,2,160,7,0,0,0,management,low
0.42,0.36,7,305,10,0,0,0,RandD,low
0.86,0.36,7,234,7,0,0,0,finance,medium
0.37,0.74,7,272,7,0,0,0,hr,medium
0.26,0.62,3,139,7,0,0,0,sales,high
0.34,0.72,2,187,8,0,0,0,product_mng,medium
0.45,0.74,5,99,3,1,1,0,sales,medium
0.23,0.65,6,128,3,0,1,0,technical,medium
0.79,0.72,5,192,6,0,0,0,hr,medium
0.14,0.42,3,287,7,1,0,0,management,medium
0.62,0.69,5,142,9,0,0,0,technical,low
0.23,0.7,2,110,5,0,0,0,IT,medium
0.55,0.54,2,132,6,0,0,0,technical,medium
0.23,0.45,7,183,5,0,0,0,IT,medium
0.21,0.88,6,295,3,0,1,0,finance,medium
0.21,0.79,5,206,8,0,0,0,management,high
0.46,0.36,3,148,10,0,0,0,RandD,medium
0.06,0.63,2,192,6,0,1,0,sales,medium
0.39,0.65,5,142,10,0,1,0,marketing,medium
0.27,0.73,4,112,9,0,0,0,IT,medium
0.48,0.36,6,161,7,0,1,0,technical,medium
0.37,0.36,2,252,3,0,0,0,sales,medium
0.14,0.91,6,164,7,0,1,0,IT,medium
0.22,0.76,4,285,3,0,0,0,RandD,medium
0.31,0.63,6,265,2,0,1,0,hr,high
0.26,0.9,3,191,4,0,0,0,product_mng,medium
0.13,0.41,5,275,7,0,0,0,technical,low
0.54,0.41,5,255,10,0,0,0,management,medium
0.63,0.36,3,211,8,1,0,0,marketing,medium
0.23,0.36,7,154,10,0,1,0,RandD,low
0.13,0.7,3,197,10,0,0,0,technical,low
0.3,0.55,7,133,8,0,0,0,hr,low
0.24,0.7,4,241,6,0,0,0,marketing,low
0.1,0.46,6,170,8,0,0,0,support,low
0.69,0.43,5,251,5,0,0,0,finance,low
0.67,0.57,7,121,7,0,0,0,support,low
0.15,0.52,7,260,6,1,0,1,RandD,low
0.24,0.36,4,275,8,0,0,0,RandD,low
0.53,0.94,4,136,6,0,0,0,support,medium
0.29,0.73,3,139,9,0,0,0,sales,high
0.12,0.88,2,287,3,0,0,0,finance,medium
0.41,0.98,3,219,10,1,0,0,support,medium
0.15,0.7,4,245,3,0,0,0,finance,low
0.59,0.79,5,187,2,0,0,0,IT,low
0.24,0.86,2,214,6,0,0,0,RandD,low
0.44,0.84,2,203,2,0,0,0,support,medium
0.52,0.9,6,292,5,0,0,1,management,low
0.16,0.65,7,290,2,1,0,0,technical,medium
